composite_id,url_id,source,property_search_type,url,property_link,title,description,seller_type,ownership_type,energy_class,floor,details_json,latitude,longitude,timestamp,exists
sreality_byt_2921251660,2921251660,sreality,byt,/detail/prodej/byt/2+kk/praha-vinor-mladoboleslavska/2921251660,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinor-mladoboleslavska/2921251660,"Prodej bytu 2+kk 45 m² Mladoboleslavská, Praha - Vinoř 7 117 632 Kč","Byt 2+kk 45 m² k prodeji Mladoboleslavská, Praha - Vinoř; 7 117 632 Kč, parkování, garáž, výtah, patrový, osobní vlastnictví, projekt",agency,osobní,D,,"{""balcony"": false, ""parking"": true, ""terrace"": false, ""elevator"": true, ""cellar"": true}",50.14400863647461,14.57718563079834,2026-04-23 13:31:01.178533,True
sreality_byt_4175020876,4175020876,sreality,byt,/detail/prodej/byt/1+kk/praha-vinor-mladoboleslavska/4175020876,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vinor-mladoboleslavska/4175020876,"Prodej bytu 1+kk 34 m² Mladoboleslavská, Praha - Vinoř 5 826 616 Kč","Byt 1+kk 34 m² k prodeji Mladoboleslavská, Praha - Vinoř; 5 826 616 Kč, sklep, zahrada, parkování, garáž, výtah, patrový, osobní vlastnictví, projekt",agency,osobní,D,,"{""balcony"": false, ""parking"": true, ""terrace"": true, ""elevator"": true, ""cellar"": true}",50.14400863647461,14.57718563079834,2026-04-23 13:31:01.178533,True
sreality_byt_2693059404,2693059404,sreality,byt,/detail/prodej/byt/2+kk/praha-vrsovice-murmanska/2693059404,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-murmanska/2693059404,"Prodej bytu 2+kk 38 m² Murmanská, Praha - Vršovice 7 660 000 Kč","Byt 2+kk 38 m² k prodeji Murmanská, Praha - Vršovice; 7 660 000 Kč, sklep, parkování, garáž, výtah, patrový, osobní vlastnictví, novostavba",agency,osobní,E,,"{""balcony"": false, ""parking"": true, ""terrace"": false, ""elevator"": true, ""cellar"": true}",50.072608947753906,14.470921516418457,2026-04-23 13:31:01.178533,True
sreality_byt_817218380,817218380,sreality,byt,/detail/prodej/byt/2+kk/praha-smichov-nadrazni/817218380,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-nadrazni/817218380,"Prodej bytu 2+kk 56 m² Nádražní, Praha - Smíchov 10 691 878 Kč","Byt 2+kk 56 m² k prodeji Nádražní, Praha - Smíchov; 10 691 878 Kč, balkón, sklep, výtah, patrový, osobní vlastnictví, projekt",agency,osobní,D,,"{""balcony"": true, ""parking"": true, ""terrace"": false, ""elevator"": true, ""cellar"": true}",50.070274353027344,14.404561996459961,2026-04-23 13:31:01.178533,True
sreality_byt_1132778316,1132778316,sreality,byt,/detail/prodej/byt/2+kk/praha-vrsovice-murmanska/1132778316,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-murmanska/1132778316,"Prodej bytu 2+kk 38 m² Murmanská, Praha - Vršovice 7 410 000 Kč","Byt 2+kk 38 m² k prodeji Murmanská, Praha - Vršovice; 7 410 000 Kč, sklep, parkování, garáž, výtah, patrový, osobní vlastnictví, novostavba",agency,osobní,E,,"{""balcony"": false, ""parking"": true, ""terrace"": false, ""elevator"": true, ""cellar"": true}",50.072608947753906,14.470921516418457,2026-04-23 13:31:01.178533,True
sreality_byt_1042203468,1042203468,sreality,byt,/detail/prodej/byt/3+kk/praha-vinor-mladoboleslavska/1042203468,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinor-mladoboleslavska/1042203468,"Prodej bytu 3+kk 72 m² Mladoboleslavská, Praha - Vinoř 11 758 857 Kč","Byt 3+kk 72 m² k prodeji Mladoboleslavská, Praha - Vinoř; 11 758 857 Kč, balkón, terasa, sklep, zahrada, parkování, garáž, výtah, patrový, osobní vlastnictví, projekt",agency,osobní,D,,"{""balcony"": true, ""parking"": true, ""terrace"": true, ""elevator"": true, ""cellar"": true}",50.14400863647461,14.57718563079834,2026-04-23 13:31:01.178533,True
sreality_byt_3458122572,3458122572,sreality,byt,/detail/prodej/byt/3+kk/praha-vinor-mladoboleslavska/3458122572,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinor-mladoboleslavska/3458122572,"Prodej bytu 3+kk 72 m² Mladoboleslavská, Praha - Vinoř 12 298 976 Kč","Byt 3+kk 72 m² k prodeji Mladoboleslavská, Praha - Vinoř; 12 298 976 Kč, balkón, terasa, sklep, zahrada, parkování, garáž, výtah, patrový, osobní vlastnictví, projekt",agency,osobní,D,,"{""balcony"": true, ""parking"": true, ""terrace"": true, ""elevator"": true, ""cellar"": true}",50.14400863647461,14.57718563079834,2026-04-23 13:31:01.178533,True
sreality_byt_2465649484,2465649484,sreality,byt,/detail/prodej/byt/2+kk/praha-liben-zenklova/2465649484,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-zenklova/2465649484,"Prodej bytu 2+kk 54 m² Zenklova, Praha - Libeň 10 000 000 Kč","Byt 2+kk 54 m² k prodeji Zenklova, Praha - Libeň; 10 000 000 Kč, balkón, sklep, parkování, garáž, výtah, patrový, osobní vlastnictví, projekt",agency,osobní,E,,"{""balcony"": true, ""parking"": true, ""terrace"": true, ""elevator"": true, ""cellar"": true}",50.104549407958984,14.477255821228027,2026-04-23 13:31:01.178533,True
sreality_byt_1123472204,1123472204,sreality,byt,/detail/prodej/byt/2+kk/praha-liben-zenklova/1123472204,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-zenklova/1123472204,"Prodej bytu 2+kk 55 m² Zenklova, Praha - Libeň 11 450 000 Kč","Byt 2+kk 55 m² k prodeji Zenklova, Praha - Libeň; 11 450 000 Kč, balkón, sklep, parkování, garáž, výtah, patrový, osobní vlastnictví, projekt",agency,osobní,E,,"{""balcony"": true, ""parking"": true, ""terrace"": true, ""elevator"": true, ""cellar"": true}",50.104549407958984,14.477255821228027,2026-04-23 13:31:01.178533,True
sreality_byt_3287733068,3287733068,sreality,byt,/detail/prodej/byt/3+kk/praha-liben-zenklova/3287733068,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liben-zenklova/3287733068,"Prodej bytu 3+kk 90 m² Zenklova, Praha - Libeň 13 965 000 Kč","Byt 3+kk 90 m² k prodeji Zenklova, Praha - Libeň; 13 965 000 Kč, balkón, sklep, parkování, garáž, výtah, patrový, osobní vlastnictví, projekt",agency,osobní,E,,"{""balcony"": true, ""parking"": true, ""terrace"": true, ""elevator"": true, ""cellar"": true}",50.104549407958984,14.477255821228027,2026-04-23 13:31:01.178533,True
