scraped_at,source,property_type,district_name,listing_count,total_market_value_czk,average_asking_price_czk,median_asking_price_czk,median_price_per_m2_czk,average_area_m2
2026-04-23 13:31:01.178533,sreality,domy,Střížkov,2,29590000.0,14795000.0,14795000.0,153435.305,97.0
2026-04-23 13:31:01.178533,sreality,domy,Suchdol,13,213749000.0,19431727.272727273,20000000.0,109349.59,183.46153846153845
2026-04-23 13:31:01.178533,sreality,domy,Točná,19,426423525.0,23690195.833333332,26735000.0,144617.485,191.10526315789474
2026-04-23 13:31:01.178533,sreality,domy,Troja,4,110990000.0,55495000.0,55495000.0,203142.57,329.5
2026-04-23 13:31:01.178533,sreality,domy,Třebonice,2,34890000.0,17445000.0,17445000.0,128038.115,136.0
2026-04-23 13:31:01.178533,sreality,domy,Třeboradice,2,12500000.0,12500000.0,12500000.0,62500.0,175.0
2026-04-23 13:31:01.178533,sreality,domy,Uhříněves,12,229451000.0,20859181.818181816,19900000.0,85663.08,222.33333333333334
2026-04-23 13:31:01.178533,sreality,domy,Veleslavín,1,19900000.0,19900000.0,19900000.0,124375.0,160.0
2026-04-23 13:31:01.178533,sreality,domy,Velká Chuchle,8,215556000.0,30793714.285714287,38200000.0,131736.53,213.25
2026-04-23 13:31:01.178533,sreality,domy,Vinohrady,3,117799999.0,58899999.5,58899999.5,135884.355,432.3333333333333
2026-04-23 13:31:01.178533,sreality,domy,Vinoř,12,187849999.0,15654166.583333334,17125000.0,96115.12,167.08333333333334
2026-04-23 13:31:01.178533,sreality,domy,Vokovice,5,63800000.0,31900000.0,31900000.0,145791.16999999998,269.6
2026-04-23 13:31:01.178533,sreality,domy,Vysočany,6,99451000.0,16575166.666666666,2355500.0,62125.0,117.5
2026-04-23 13:31:01.178533,sreality,domy,Zadní Kopanina,1,8990000.0,8990000.0,8990000.0,86442.31,104.0
2026-04-23 13:31:01.178533,sreality,domy,Zbraslav,20,260959999.0,17397333.266666666,18990000.0,92857.14,200.75
2026-04-23 13:31:01.178533,sreality,domy,Zličín,3,74700000.0,24900000.0,24900000.0,98418.97,253.0
2026-04-23 13:31:01.178533,sreality,domy,Záběhlice,16,435069000.0,27191812.5,19850000.0,137161.775,217.625
2026-04-23 13:31:01.178533,sreality,domy,Újezd nad Lesy,25,377855000.0,16428478.260869564,16800000.0,93679.61,177.16
2026-04-23 13:31:01.178533,sreality,domy,Újezd u Průhonic,11,307330000.0,27939090.90909091,25990000.0,145678.39,214.45454545454547
2026-04-23 13:31:01.178533,sreality,domy,Čakovice,5,76200000.0,19050000.0,18850000.0,77572.015,220.6
2026-04-23 13:31:01.178533,sreality,domy,Černý Most,1,0.0,,,,260.0
2026-04-23 13:31:01.178533,sreality,domy,Čimice,6,111189000.0,22237800.0,22499000.0,101989.8,224.16666666666666
2026-04-23 13:31:01.178533,sreality,domy,Ďáblice,10,149160724.0,18645090.5,16827432.0,120222.985,189.8
2026-04-23 13:31:01.178533,sreality,domy,Řeporyje,13,182458000.0,20273111.111111112,20000000.0,134214.29,145.69230769230768
2026-04-23 13:31:01.178533,sreality,domy,Řepy,6,118770000.0,19795000.0,20995000.0,90939.695,238.66666666666666
2026-04-23 13:31:01.178533,sreality,domy,Šeberov,7,167738999.0,23962714.14285714,25000000.0,112899.19,280.85714285714283
2026-04-23 13:31:01.178533,sreality,domy,Štěrboholy,4,111390000.0,27847500.0,27245000.0,122728.1,222.5
2026-04-23 13:31:01.178533,sreality,domy,Žižkov,4,60490000.0,20163333.333333332,19500000.0,168103.45,167.25
2026-04-23 13:31:01.178533,sreality,komercni prostory,Benice,1,32950000.0,32950000.0,32950000.0,76097.0,433.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Bohnice,7,9194673.0,1313524.7142857143,962000.0,51826.67,20.142857142857142
2026-04-23 13:31:01.178533,sreality,komercni prostory,Braník,7,282427945.0,40346849.28571428,49228790.0,112394.5,431.14285714285717
2026-04-23 13:31:01.178533,sreality,komercni prostory,Bubeneč,4,24180000.0,8060000.0,7200000.0,45000.0,1081.5
2026-04-23 13:31:01.178533,sreality,komercni prostory,Běchovice,1,37999999.0,37999999.0,37999999.0,12764.53,2977.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Břevnov,8,123572000.0,17653142.85714286,12850000.0,124757.28,176.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Chodov,6,69287334.0,13857466.8,8771290.0,140196.96,1909.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Dejvice,1,16990000.0,16990000.0,16990000.0,186703.3,91.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Dolní Chabry,3,48000000.0,16000000.0,16000000.0,44568.25,359.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Dolní Měcholupy,1,18000000.0,18000000.0,18000000.0,32727.27,550.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Dolní Počernice,1,9550506.0,9550506.0,9550506.0,94559.47,101.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Dubeč,1,0.0,,,,72.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Hloubětín,3,14140000.0,4713333.333333333,4100000.0,107638.89,100.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Hlubočepy,15,287874810.0,23989567.5,12136000.0,117378.36,185.53333333333333
2026-04-23 13:31:01.178533,sreality,komercni prostory,Hodkovičky,1,0.0,,,,462.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Holešovice,11,85248000.0,8524800.0,4350000.0,90163.935,227.72727272727272
2026-04-23 13:31:01.178533,sreality,komercni prostory,Horní Měcholupy,3,15336000.0,5112000.0,6536000.0,75000.0,153.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Horní Počernice,7,123982000.0,20663666.666666668,14500000.0,65565.475,373.14285714285717
2026-04-23 13:31:01.178533,sreality,komercni prostory,Hostavice,1,7354958.0,7354958.0,7354958.0,73549.58,100.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Hostivař,7,120177000.0,17168142.85714286,13499000.0,117948.72,165.71428571428572
2026-04-23 13:31:01.178533,sreality,komercni prostory,Hrdlořezy,1,0.0,,,,231.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Háje,2,74655000.0,37327500.0,37327500.0,55640.08,775.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Jinonice,2,54405750.0,54405750.0,54405750.0,103630.0,376.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Kamýk,1,27900000.0,27900000.0,27900000.0,77500.0,360.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Karlín,10,293893117.0,36736639.625,20367058.5,153866.24,198.9
2026-04-23 13:31:01.178533,sreality,komercni prostory,Kbely,1,0.0,,,,392.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Kobylisy,1,19990000.0,19990000.0,19990000.0,80281.12,249.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Koloděje,1,19950000.0,19950000.0,19950000.0,59198.81,337.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Kolovraty,1,8490000.0,8490000.0,8490000.0,46648.35,182.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Komořany,1,80000000.0,80000000.0,80000000.0,181818.18,440.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Košíře,9,104150000.0,13018750.0,8295000.0,111474.735,144.22222222222223
2026-04-23 13:31:01.178533,sreality,komercni prostory,Krč,2,23195000.0,11597500.0,11597500.0,57250.604999999996,207.5
2026-04-23 13:31:01.178533,sreality,komercni prostory,Kunratice,2,72490000.0,36245000.0,36245000.0,64548.765,513.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Kyje,1,20730000.0,20730000.0,20730000.0,96418.6,215.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Lahovice,3,95700000.0,31900000.0,31900000.0,64837.4,492.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Letňany,2,8715000.0,4357500.0,4357500.0,128147.06,33.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Lhotka,1,4650000.0,4650000.0,4650000.0,15979.38,291.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Libeň,17,503577000.0,31473562.5,17400000.0,66020.555,476.29411764705884
2026-04-23 13:31:01.178533,sreality,komercni prostory,Libuš,2,51990000.0,25995000.0,25995000.0,104958.63,257.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Lipence,1,0.0,,,,958.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Lysolaje,2,60000000.0,30000000.0,30000000.0,71428.57,420.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Malešice,1,29990000.0,29990000.0,29990000.0,183987.73,163.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Malá Strana,4,26990000.0,13495000.0,13495000.0,104552.63,656.5
2026-04-23 13:31:01.178533,sreality,komercni prostory,Michle,14,216000000.0,18000000.0,20725000.0,92965.155,226.21428571428572
2026-04-23 13:31:01.178533,sreality,komercni prostory,Modřany,8,114720000.0,22944000.0,12500000.0,105042.02,178.5
2026-04-23 13:31:01.178533,sreality,komercni prostory,Motol,2,22970000.0,11485000.0,11485000.0,76301.11,150.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Nové Město,26,741016600.0,35286504.76190476,24880000.0,111071.43,635.4615384615385
2026-04-23 13:31:01.178533,sreality,komercni prostory,Nusle,14,324042000.0,23145857.14285714,7550500.0,105981.995,255.85714285714286
2026-04-23 13:31:01.178533,sreality,komercni prostory,Petrovice,5,112000000.0,56000000.0,56000000.0,61111.0,647.4
2026-04-23 13:31:01.178533,sreality,komercni prostory,Podolí,3,62700000.0,20900000.0,19900000.0,95215.31,236.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Praha - Ostatní,6,0.0,,,,1293.6666666666667
2026-04-23 13:31:01.178533,sreality,komercni prostory,Praha 1,1,0.0,,,,818.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Praha 14,1,14420000.0,14420000.0,14420000.0,103741.01,139.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Praha 2,5,2110000000.0,2110000000.0,2110000000.0,2078817.73,6213.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Praha 25,1,25500000.0,25500000.0,25500000.0,96226.42,265.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Praha 28,1,28900000.0,28900000.0,28900000.0,167052.02,173.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Praha 4,1,0.0,,,,1350.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Praha 62,1,62500000.0,62500000.0,62500000.0,5511.95,11339.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Praha 75,1,75000000.0,75000000.0,75000000.0,55555.56,1350.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Praha 8,1,855000000.0,855000000.0,855000000.0,1050368.55,814.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Praha 99,1,99000000.0,99000000.0,99000000.0,120437.96,822.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Prosek,1,11490000.0,11490000.0,11490000.0,127666.67,90.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Písnice,1,36500000.0,36500000.0,36500000.0,73293.17,498.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Radlice,1,4500000.0,4500000.0,4500000.0,19565.22,230.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Radotín,5,71643931.0,14328786.2,13045131.0,98083.69,214.2
2026-04-23 13:31:01.178533,sreality,komercni prostory,Ruzyně,2,0.0,,,,1048.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Satalice,1,19999999.0,19999999.0,19999999.0,102564.1,195.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Slivenec,1,0.0,,,,10280.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Smíchov,34,522491323.0,18016942.172413792,12900000.0,113181.82,308.7647058823529
2026-04-23 13:31:01.178533,sreality,komercni prostory,Staré Město,9,114694000.0,19115666.666666668,6411000.0,369666.67,213.88888888888889
2026-04-23 13:31:01.178533,sreality,komercni prostory,Stodůlky,8,97437100.0,13919585.714285715,16950000.0,103630.0,153.75
2026-04-23 13:31:01.178533,sreality,komercni prostory,Strašnice,8,155714000.0,19464250.0,18532000.0,101612.905,215.75
2026-04-23 13:31:01.178533,sreality,komercni prostory,Střešovice,1,12500000.0,12500000.0,12500000.0,100000.0,125.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Střížkov,2,55980000.0,27990000.0,27990000.0,104541.875,351.5
2026-04-23 13:31:01.178533,sreality,komercni prostory,Suchdol,3,15729200.0,5243066.666666667,5390000.0,145200.0,42.666666666666664
2026-04-23 13:31:01.178533,sreality,komercni prostory,Točná,1,0.0,,,,26545.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Troja,4,40640000.0,13546666.666666666,10990000.0,100825.69,165.25
2026-04-23 13:31:01.178533,sreality,komercni prostory,Uhříněves,8,37200000.0,6200000.0,2290000.0,8547.52,792.375
2026-04-23 13:31:01.178533,sreality,komercni prostory,Veleslavín,2,47980000.0,23990000.0,23990000.0,49771.78,482.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Vinohrady,23,207649700.0,9888080.952380951,6848000.0,124722.22,202.04347826086956
2026-04-23 13:31:01.178533,sreality,komercni prostory,Vinoř,7,112150920.0,18691820.0,20217390.0,105642.035,286.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Vršovice,18,129439830.0,8089989.375,7185000.0,99598.825,174.27777777777777
2026-04-23 13:31:01.178533,sreality,komercni prostory,Vysočany,18,310490584.0,18264152.0,14705000.0,94245.28,194.83333333333334
2026-04-23 13:31:01.178533,sreality,komercni prostory,Zbraslav,4,62789000.0,15697250.0,16650000.0,98852.08499999999,164.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Újezd nad Lesy,1,14990000.0,14990000.0,14990000.0,59960.0,250.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Čakovice,6,68400000.0,22800000.0,17800000.0,40598.29,1463.3333333333333
2026-04-23 13:31:01.178533,sreality,komercni prostory,Černý Most,3,32840000.0,10946666.666666666,11000000.0,161000.0,125.33333333333333
2026-04-23 13:31:01.178533,sreality,komercni prostory,Ďáblice,2,34997000.0,34997000.0,34997000.0,74461.7,1175.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Řepy,1,0.0,,,,375.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Štěrboholy,1,34990000.0,34990000.0,34990000.0,174950.0,200.0
2026-04-23 13:31:01.178533,sreality,komercni prostory,Žižkov,32,519772172.0,16766844.258064516,12950000.0,106796.88,148.5
2026-04-23 13:31:01.178533,sreality,ostatni,Bohnice,2,1499000.0,749500.0,749500.0,38586.11,19.0
2026-04-23 13:31:01.178533,sreality,ostatni,Braník,2,2480000.0,1240000.0,1240000.0,66398.81,19.0
2026-04-23 13:31:01.178533,sreality,ostatni,Bubeneč,2,960000.0,960000.0,960000.0,60000.0,20.5
2026-04-23 13:31:01.178533,sreality,ostatni,Běchovice,3,1189000.0,594500.0,594500.0,43791.665,13.666666666666666
2026-04-23 13:31:01.178533,sreality,ostatni,Břevnov,3,4610000.0,1536666.6666666667,1850000.0,110588.24,17.0
2026-04-23 13:31:01.178533,sreality,ostatni,Březiněves,3,5210000.0,1736666.6666666667,1460000.0,37432.43,45.666666666666664
2026-04-23 13:31:01.178533,sreality,ostatni,Chodov,8,11829000.0,1478625.0,1550000.0,91176.47,14.875
2026-04-23 13:31:01.178533,sreality,ostatni,Dejvice,9,23277000.0,2586333.3333333335,899000.0,56363.64,25.333333333333332
2026-04-23 13:31:01.178533,sreality,ostatni,Dolní Měcholupy,3,1248000.0,416000.0,360000.0,24000.0,16.333333333333332
2026-04-23 13:31:01.178533,sreality,ostatni,Dubeč,1,799000.0,799000.0,799000.0,61461.54,13.0
2026-04-23 13:31:01.178533,sreality,ostatni,Hloubětín,2,1990000.0,995000.0,995000.0,75208.33499999999,14.0
2026-04-23 13:31:01.178533,sreality,ostatni,Hlubočepy,5,3915200.0,978800.0,770000.0,51703.3,189.0
2026-04-23 13:31:01.178533,sreality,ostatni,Hodkovičky,2,1389500.0,694750.0,694750.0,55334.935,12.5
2026-04-23 13:31:01.178533,sreality,ostatni,Holešovice,1,1700000.0,1700000.0,1700000.0,37777.78,45.0
2026-04-23 13:31:01.178533,sreality,ostatni,Horní Měcholupy,2,2780000.0,1390000.0,1390000.0,94523.81,14.5
2026-04-23 13:31:01.178533,sreality,ostatni,Hostivař,3,1930000.0,643333.3333333334,640000.0,30000.0,19.0
2026-04-23 13:31:01.178533,sreality,ostatni,Hrdlořezy,1,249260.0,249260.0,249260.0,24926.0,10.0
2026-04-23 13:31:01.178533,sreality,ostatni,Háje,1,710000.0,710000.0,710000.0,71000.0,10.0
2026-04-23 13:31:01.178533,sreality,ostatni,Jinonice,1,800000.0,800000.0,800000.0,42105.26,19.0
2026-04-23 13:31:01.178533,sreality,ostatni,Karlín,1,1190000.0,1190000.0,1190000.0,198333.33,6.0
2026-04-23 13:31:01.178533,sreality,ostatni,Kbely,9,5638000.0,626444.4444444445,650000.0,36111.11,16.77777777777778
2026-04-23 13:31:01.178533,sreality,ostatni,Košíře,2,940000.0,470000.0,470000.0,36955.125,12.5
2026-04-23 13:31:01.178533,sreality,ostatni,Krč,1,1650000.0,1650000.0,1650000.0,82500.0,20.0
2026-04-23 13:31:01.178533,sreality,ostatni,Kunratice,3,2420000.0,806666.6666666666,850000.0,60000.0,13.0
2026-04-23 13:31:01.178533,sreality,ostatni,Libeň,6,5533000.0,1106600.0,680000.0,48571.43,18.0
2026-04-23 13:31:01.178533,sreality,ostatni,Liboc,1,1290000.0,1290000.0,1290000.0,34864.86,37.0
2026-04-23 13:31:01.178533,sreality,ostatni,Malešice,2,2990000.0,1495000.0,1495000.0,56607.145000000004,26.5
2026-04-23 13:31:01.178533,sreality,ostatni,Michle,6,5039000.0,839833.3333333334,615000.0,39642.854999999996,17.0
2026-04-23 13:31:01.178533,sreality,ostatni,Modřany,3,5100700.0,1700233.3333333333,921000.0,70846.15,22.666666666666668
2026-04-23 13:31:01.178533,sreality,ostatni,Motol,4,2680000.0,670000.0,550000.0,45555.555,14.0
2026-04-23 13:31:01.178533,sreality,ostatni,Nové Město,3,52390000.0,26195000.0,26195000.0,148392.86,195.33333333333334
2026-04-23 13:31:01.178533,sreality,ostatni,Nusle,6,4832000.0,805333.3333333334,430000.0,41527.775,10.0
2026-04-23 13:31:01.178533,sreality,ostatni,Podolí,4,2830000.0,707500.0,710000.0,61212.12,11.5
2026-04-23 13:31:01.178533,sreality,ostatni,Praha - Ostatní,1,0.0,,,,40.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 160,1,160000.0,160000.0,160000.0,80000.0,2.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 2,1,2300000.0,2300000.0,2300000.0,32857.14,70.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 3,1,3600000.0,3600000.0,3600000.0,240000.0,15.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 395,1,395000.0,395000.0,395000.0,35909.09,11.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 398,1,398868.0,398868.0,398868.0,30682.15,13.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 4,1,41190000.0,41190000.0,41190000.0,2288333.33,18.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 5,1,5450000.0,5450000.0,5450000.0,272500.0,20.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 550,1,550000.0,550000.0,550000.0,50000.0,11.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 650,1,650000.0,650000.0,650000.0,43333.33,15.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 700,1,700000.0,700000.0,700000.0,46666.67,15.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 755,2,1510000.0,755000.0,755000.0,50333.33,15.0
2026-04-23 13:31:01.178533,sreality,ostatni,Praha 955,1,955000.0,955000.0,955000.0,45476.19,21.0
2026-04-23 13:31:01.178533,sreality,ostatni,Písnice,1,990000.0,990000.0,990000.0,70714.29,14.0
2026-04-23 13:31:01.178533,sreality,ostatni,Radlice,1,6900000.0,6900000.0,6900000.0,123214.29,56.0
2026-04-23 13:31:01.178533,sreality,ostatni,Radotín,1,1490000.0,1490000.0,1490000.0,78421.05,19.0
2026-04-23 13:31:01.178533,sreality,ostatni,Satalice,2,880000.0,440000.0,440000.0,31428.57,14.0
2026-04-23 13:31:01.178533,sreality,ostatni,Smíchov,7,14088999.0,2012714.142857143,1399000.0,57307.69,23.142857142857142
2026-04-23 13:31:01.178533,sreality,ostatni,Sobín,1,570000.0,570000.0,570000.0,47500.0,12.0
2026-04-23 13:31:01.178533,sreality,ostatni,Stodůlky,4,3535000.0,883750.0,675000.0,75416.66500000001,11.25
2026-04-23 13:31:01.178533,sreality,ostatni,Strašnice,6,5728000.0,954666.6666666666,849500.0,58536.765,14.166666666666666
2026-04-23 13:31:01.178533,sreality,ostatni,Střížkov,9,4907000.0,545222.2222222222,489000.0,30555.56,14.666666666666666
2026-04-23 13:31:01.178533,sreality,ostatni,Suchdol,1,680000.0,680000.0,680000.0,48571.43,14.0
2026-04-23 13:31:01.178533,sreality,ostatni,Točná,1,920000.0,920000.0,920000.0,61333.33,15.0
2026-04-23 13:31:01.178533,sreality,ostatni,Troja,8,9003689.0,1125461.125,1223500.0,71127.455,16.125
2026-04-23 13:31:01.178533,sreality,ostatni,Uhříněves,1,699900.0,699900.0,699900.0,46660.0,15.0
2026-04-23 13:31:01.178533,sreality,ostatni,Veleslavín,2,1830000.0,915000.0,915000.0,48111.11,19.0
2026-04-23 13:31:01.178533,sreality,ostatni,Vinohrady,2,3050000.0,1525000.0,1525000.0,142916.66499999998,9.5
2026-04-23 13:31:01.178533,sreality,ostatni,Vokovice,1,1550000.0,1550000.0,1550000.0,91176.47,17.0
2026-04-23 13:31:01.178533,sreality,ostatni,Vršovice,4,3430000.0,857500.0,820000.0,60833.335,15.0
2026-04-23 13:31:01.178533,sreality,ostatni,Vysočany,7,5796000.0,966000.0,774000.0,48541.67,14.857142857142858
2026-04-23 13:31:01.178533,sreality,ostatni,Vyšehrad,1,3000000.0,3000000.0,3000000.0,750000.0,4.0
2026-04-23 13:31:01.178533,sreality,ostatni,Zbraslav,2,1139000.0,569500.0,569500.0,35122.01,15.0
2026-04-23 13:31:01.178533,sreality,ostatni,Záběhlice,6,7629000.0,1271500.0,770000.0,33194.445,34.666666666666664
2026-04-23 13:31:01.178533,sreality,ostatni,Újezd u Průhonic,1,690000.0,690000.0,690000.0,36315.79,19.0
2026-04-23 13:31:01.178533,sreality,ostatni,Čakovice,3,1589000.0,529666.6666666666,550000.0,27500.0,19.0
2026-04-23 13:31:01.178533,sreality,ostatni,Černý Most,1,630000.0,630000.0,630000.0,52500.0,12.0
2026-04-23 13:31:01.178533,sreality,ostatni,Řepy,2,1510000.0,1510000.0,1510000.0,75500.0,19.0
2026-04-23 13:31:01.178533,sreality,ostatni,Štěrboholy,2,1039000.0,519500.0,519500.0,38615.384999999995,13.5
2026-04-23 13:31:01.178533,sreality,ostatni,Žižkov,14,43593000.0,3113785.714285714,1320000.0,86717.95,49.785714285714285
2026-04-23 13:31:01.178533,sreality,pozemky,Benice,4,14009974.0,3502493.5,2385372.0,222.1,5621.25
2026-04-23 13:31:01.178533,sreality,pozemky,Bohnice,3,5540946.0,1846982.0,2200000.0,1833.33,5211.0
2026-04-23 13:31:01.178533,sreality,pozemky,Braník,6,159560000.0,26593333.333333332,24250000.0,41152.835,650.8333333333334
2026-04-23 13:31:01.178533,sreality,pozemky,Bubeneč,1,4185310.0,4185310.0,4185310.0,778.95,5373.0
2026-04-23 13:31:01.178533,sreality,pozemky,Běchovice,6,233309000.0,38884833.333333336,14244500.0,13081.82,5070.166666666667
2026-04-23 13:31:01.178533,sreality,pozemky,Břevnov,2,71000000.0,35500000.0,35500000.0,18437.455,3029.0
2026-04-23 13:31:01.178533,sreality,pozemky,Cholupice,1,11998200.0,11998200.0,11998200.0,15643.02,767.0
2026-04-23 13:31:01.178533,sreality,pozemky,Dejvice,5,27165310.0,9055103.333333334,7990000.0,10165.39,7764.8
2026-04-23 13:31:01.178533,sreality,pozemky,Dolní Chabry,7,101280000.0,16880000.0,16990000.0,19856.785,3893.8571428571427
2026-04-23 13:31:01.178533,sreality,pozemky,Dolní Měcholupy,1,25165000.0,25165000.0,25165000.0,35000.0,719.0
2026-04-23 13:31:01.178533,sreality,pozemky,Dolní Počernice,7,87400800.0,12485828.57142857,11690000.0,25031.89,511.85714285714283
2026-04-23 13:31:01.178533,sreality,pozemky,Dubeč,7,67100500.0,9585785.714285715,9439000.0,6625.89,1909.4285714285713
2026-04-23 13:31:01.178533,sreality,pozemky,Hloubětín,3,26156000.0,13078000.0,13078000.0,12531.01,1342.0
2026-04-23 13:31:01.178533,sreality,pozemky,Hlubočepy,11,143992759.0,14399275.9,5620329.5,415.19,12020.454545454546
2026-04-23 13:31:01.178533,sreality,pozemky,Hodkovičky,3,54231500.0,27115750.0,27115750.0,27750.0,1211.0
2026-04-23 13:31:01.178533,sreality,pozemky,Holyně,1,0.0,,,,595.0
2026-04-23 13:31:01.178533,sreality,pozemky,Horní Měcholupy,1,49900000.0,49900000.0,49900000.0,7039.07,7089.0
2026-04-23 13:31:01.178533,sreality,pozemky,Horní Počernice,12,188744200.0,15728683.333333334,13177500.0,15000.0,2193.3333333333335
2026-04-23 13:31:01.178533,sreality,pozemky,Hostavice,2,11645369.0,5822684.5,5822684.5,16600.12,2016.0
2026-04-23 13:31:01.178533,sreality,pozemky,Hostivař,2,13490000.0,13490000.0,13490000.0,43656.96,1514.0
2026-04-23 13:31:01.178533,sreality,pozemky,Hrdlořezy,2,3640000.0,3640000.0,3640000.0,8445.48,1714.5
2026-04-23 13:31:01.178533,sreality,pozemky,Háje,2,19500000.0,19500000.0,19500000.0,16956.52,7193.5
2026-04-23 13:31:01.178533,sreality,pozemky,Jinonice,3,16985000.0,8492500.0,8492500.0,10415.24,1368.3333333333333
2026-04-23 13:31:01.178533,sreality,pozemky,Kbely,1,15470000.0,15470000.0,15470000.0,17284.92,895.0
2026-04-23 13:31:01.178533,sreality,pozemky,Klánovice,9,151834000.0,16870444.444444444,13787000.0,15738.5,1194.4444444444443
2026-04-23 13:31:01.178533,sreality,pozemky,Kobylisy,2,0.0,,,,3817.0
2026-04-23 13:31:01.178533,sreality,pozemky,Koloděje,6,53028700.0,10605740.0,9490000.0,9490.0,5277.0
2026-04-23 13:31:01.178533,sreality,pozemky,Kolovraty,7,74235000.0,10605000.0,9800000.0,2195.57,7935.857142857143
2026-04-23 13:31:01.178533,sreality,pozemky,Komořany,1,0.0,,,,4985.0
2026-04-23 13:31:01.178533,sreality,pozemky,Košíře,1,0.0,,,,1429.0
2026-04-23 13:31:01.178533,sreality,pozemky,Královice,3,22569000.0,11284500.0,11284500.0,445.455,12910.0
2026-04-23 13:31:01.178533,sreality,pozemky,Krč,2,97300000.0,48650000.0,48650000.0,39627.81,1344.5
2026-04-23 13:31:01.178533,sreality,pozemky,Kunratice,10,195471200.0,21719022.222222224,21990000.0,23359.89,3919.0
2026-04-23 13:31:01.178533,sreality,pozemky,Kyje,5,47900000.0,11975000.0,12250000.0,29213.129999999997,1064.0
2026-04-23 13:31:01.178533,sreality,pozemky,Křeslice,5,110370000.0,22074000.0,24990000.0,17500.0,1401.8
2026-04-23 13:31:01.178533,sreality,pozemky,Lahovice,1,19900000.0,19900000.0,19900000.0,1837.83,10828.0
2026-04-23 13:31:01.178533,sreality,pozemky,Letňany,1,2534125.0,2534125.0,2534125.0,2375.0,1067.0
